text,emotion
Znowu czuje sie jakbym stracil sens.,smutny
Znowu wszystko jest przeciwko mnie.,smutny
Zastanawiam sie jak rozne perspektywy moga zmienic nasza definicje szczescia.,kontemplujacy
Znowu spotkalem sie z porazka!,zly
Trzeba to jeszcze ustalic,neutralny
Znowu czuje sie jakbym tonal w ciemnosci.,smutny
Potrzebuje jeszcze chwile czasu,neutralny
Cisza wypelnia mnie poczuciem wewnetrznej harmonii.,kontemplujacy
Z kazda chwila odpoczynku czuje jak moje mysli staja sie coraz bardziej zharmonizowane.,kontemplujacy
Znowu wszystko mi sie sypie jak to mozliwe?,zly
Czuje sie tak samotny.,smutny
Znowu cos zawaliles,zly
To jest jak zycie w cieniu strachu,przerazony
To dla mnie koszmar.,smutny
Zaraz cos wybuchnie!,przerazony
Nie wiem jak przez to przejsc.,smutny
Za chwile podam odpowiedz,neutralny
Po prostu nie wytrzymam tej presji,zly
To wykracza poza wszelkie granice. ,zdegustowany
Zajmijmy sie tym w odpowiednim czasie,neutralny
Nie moge uwierzyc ze to sie stalo! ,zaskoczony
Znowu czuje sie jakbym nie mial nadziei.,smutny
Jestem zmeczony od porazek.,smutny
Nie wiem jak poradzic sobie z tym wszystkim.,smutny
Trudno uwierzyc ze po tylu probach nadal nie udalo sie niczego poprawic. ,zdegustowany
Nie wiem jak wyjsc z tego stanu,przerazony
Zaskoczylo mnie to tak bardzo ze musze to przemyslec!,zaskoczony
Patrze na swiat i widze w nim piekno ktore wczesniej bylo niezauwazalne.,kontemplujacy
Chwile spokoju pomagaja mi odnalezc odpowiedzi na pytania ktore od dawna sobie zadaje.,kontemplujacy
To jest cos wyjatkowego naprawde!,zaskoczony
Znowu czuje sie jakbym tonal w smutku.,smutny
To mnie totalnie zaskoczylo nie moglem sie tego spodziewac!,zaskoczony
Sprawdze to i dam znac,neutralny
To jest chyba najgorsza decyzja,zdegustowany
Znowu jestem w martwym punkcie!,zly
Po prostu nie wiem co dalej,zly
Wow to zmienia wszystko czego sie spodziewalem!,zaskoczony
To mnie totalnie zaskoczylo nie spodziewalem sie czegos takiego!,zaskoczony
Rownowaga ogarnia moje mysli.,kontemplujacy
Zaraz wybuchne ze strachu!,przerazony
To jak najlepsza chwila!,szczesliwy
To kompletny brak profesjonalizmu. ,zdegustowany
Znowu nic nie idzie po mojej mysli.,smutny
Czuje jak czas zwalnia.,kontemplujacy
To wspanialy czas w moim zyciu!,szczesliwy
Znowu to samo czemu to nie konczy sie raz na zawsze?,zly
Za chwile bede wiedzial,neutralny
Nie mialem pojecia ze to wyjdzie tak dobrze!,zaskoczony
Probuje zrozumiec jak to sie moglo zdarzyc ale nic mi nie wychodzi. ,zdegustowany
Nie wiem jak poradzic sobie z tymi uczuciami.,smutny
Zaskoczylo mnie to do tego stopnia ze musze to przemyslec!,zaskoczony
Jestem pelen energii!,szczesliwy
Skontaktuje sie z kims,neutralny
To wszystko mnie przytlacza.,smutny
Zglosze to odpowiednim osobom,neutralny
To prawdziwy cud!,zaskoczony
Zajmijmy sie tym pozniej,neutralny
Znowu wszystko sie popsulo czemu?,zly
To jest zenada,zdegustowany
Po prostu nie wiem co mam robic dalej,zly
Chwila odpoczynku przynosi mi wewnetrzna harmonie i rownowage.,kontemplujacy
To nie ma sensu!,zly
To absolutnie niesamowite!,szczesliwy
Zaraz zapadne w panike!,przerazony
Nie wiem jak sobie z tym poradzic.,smutny
To jak spelnione marzenie!,szczesliwy
To jak spelnione marzenie!,szczesliwy
Znowu to sie stalo jak to mozliwe?,zly
To absolutnie fantastyczne!,szczesliwy
Nie wiem jak to wszystko przetrwac.,smutny
Nie wiem jak poradzic sobie z tymi uczuciami.,smutny
To wykracza poza moja wytrzymalosc. ,zdegustowany
Znowu to sie stalo czemu?,zly
Skontaktuje sie z odpowiednia osoba,neutralny
Prosze o chwile cierpliwosci,neutralny
Znowu czuje sie jakbym nie mial nikogo.,smutny
Patrze i czuje sie blisko natury.,kontemplujacy
Znowu to sie wydarzylo,zly
Potrzebuje kilku minut,neutralny
To wykracza poza granice,zdegustowany
Znowu wszystko sie sypie co teraz?,zly
Po prostu nie wiem co zrobic,zly
To jest niewybaczalne,zdegustowany
Za chwile przygotuje odpowiedz,neutralny
To jak spelnione marzenie!,szczesliwy
To jest po prostu nie do zniesienia,zdegustowany
Zaraz sie tym zajme,neutralny
Sprawdze to za chwile,neutralny
To kompletny brak jakiejkolwiek odpowiedzialnosci nie wiem co o tym myslec! ,zdegustowany
Nie wiem jak to wszystko przezyc.,smutny
O kurcze to wyszlo cudownie!,zaskoczony
Po prostu czuje sie zmuszony do walki,zly
To jest nie do pomyslenia,zdegustowany
To jest przytlaczajace,przerazony
Nie potrafie poradzic sobie z tym wszystkim.,smutny
Rozmyslam nad tym jak kazdy szczegol w przyrodzie ma swoje miejsce w porzadku.,kontemplujacy
Za moment to zrealizuje,neutralny
O rety jaka niespodzianka!,zaskoczony
Zglosze te sprawe do odpowiednich osob,neutralny
Znowu czuje sie jakbym stracil nadzieje.,smutny
Zastanawiam sie jak to co wydaje sie nieistotne moze miec wielkie znaczenie w przyszlosci.,kontemplujacy
Wow to kompletnie wywrocilo moje pojecie o tym co mozliwe!,zaskoczony
Nie moge uwierzyc w to co sie stalo!,przerazony
Zaraz zaczne krzyczec!,przerazony
Zaraz cos sie wydarzy!,przerazony
Nie potrafie sie pozbierac.,smutny
Po prostu nie moge tego zrozumiec. ,zdegustowany
Chwila odpoczynku wypelnia mnie poczuciem pelnej harmonii.,kontemplujacy
Z kazdym oddechem czuje sie spokojny.,kontemplujacy
Wow to jest cos naprawde wyjatkowego nie spodziewalem sie tego!,zaskoczony
Nie wytrzymam tego dluzej,zly
Skontaktuje sie z kims pozniej,neutralny
Nie wiem co o tym myslec to mnie totalnie zaskoczylo! ,zaskoczony
Strach mnie doslownie przygniata!,przerazony
Nie wiem jak to przezyc!,przerazony
Po prostu nie potrafie tego ogarnac. ,zdegustowany
Z kazda chwila kontemplacji czuje jak moje mysli staja sie bardziej wywazone.,kontemplujacy
Kazda chwila kontemplacji wypelnia mnie poczuciem ze wszystko jest na swoim miejscu.,kontemplujacy
Chwila w ciszy przypomina mi jak wazne jest poczucie wewnetrznej harmonii.,kontemplujacy
Zaskoczylo mnie to tak ze musze chwile ochlonac!,zaskoczony
To uczucie wypelnia mnie po brzegi,przerazony
Nie ma sprawy damy rade,neutralny
Z kazda sekunda tej chwili czuje jak moje cialo staje sie coraz bardziej odprezone.,kontemplujacy
Kazdy moment tej chwili pozwala mi poczuc sie bardziej obecnym w moim ciele.,kontemplujacy
W tej chwili ciszy czuje jak kazda mysl staje sie bardziej wyrazna i spokojna.,kontemplujacy
Zalatwimy to pozniej,neutralny
Jestem pelen pozytywnych emocji!,szczesliwy
Nie potrafie zapanowac nad tym niepokojem,przerazony
To totalnie wykracza poza moje wyobraznie,zdegustowany
Nie wiem jak to sie moglo wydarzyc,przerazony
Sprawdze to za chwile,neutralny
Patrzac na to teraz czuje ze wszystkie nasze wysilki zostaly zmarnowane i nie ma juz szans na poprawe sytuacji. ,zdegustowany
Chyba tak,neutralny
Znowu zaczynam wszystko od zera,zly
Zaraz to sprawdze,neutralny
Ojej to wszystko poszlo lepiej niz moglem sie spodziewac!,zaskoczony
Po prostu tego nie zniose,zly
Jestem calkowicie zrezygnowany.,smutny
Sprawdze to pozniej,neutralny
Kazda minuta odpoczynku daje mi poczucie wewnetrznej rownowagi.,kontemplujacy
Nie wytrzymam juz tej presji!,zly
Cisza tutaj jest pelna zycia.,kontemplujacy
Jestem pelen pozytywnych wrazen!,szczesliwy
Trudno mi uwierzyc ze wszystko sie zakonczy dobrze.,smutny
Wow to jest jak spelnione marzenie nie potrafie uwierzyc jak to sie udalo!,zaskoczony
To jak najpiekniejszy dzien w moim zyciu!,szczesliwy
O matko to jest po prostu rewelacyjne!,zaskoczony
To jak najlepsza decyzja!,szczesliwy
Jestem tak szczesliwy!,szczesliwy
To jakbym wiecznie tkwil w martwym punkcie.,smutny
Jestem pelen radosci i ekscytacji!,szczesliwy
Zastanawiam sie co by sie stalo gdybym potrafil zyc w pelni obecnym momentem.,kontemplujacy
Wow to wyglada absolutnie rewelacyjnie nie moge w to uwierzyc!,zaskoczony
Po prostu nie wytrzymam,zly
Zaraz zaczne plakac!,przerazony
Skontaktuje sie z kims w tej sprawie,neutralny
Zaraz przeanalizuje,neutralny
Chwile wyciszenia pozwalaja mi poczuc jak wszystko staje sie prostsze i bardziej klarowne.,kontemplujacy
Nie potrafie sie uspokoic,przerazony
Oto chwila ktora daje mi wytchnienie.,kontemplujacy
Jestem pelen szczescia!,szczesliwy
Znowu to sie nie udalo,zly
Zastanawiam sie jak zycie zmienia sie gdy przestajemy szukac odpowiedzi na wszystko.,kontemplujacy
To jak wspaniala podroz!,szczesliwy
Patrzac na to teraz czuje sie totalnie zniechecony i bezradny. ,zdegustowany
To wykracza poza wszystko czego sie spodziewalem. ,zdegustowany
Nie chce tego widziec,przerazony
Jestem pelen radosci!,szczesliwy
Znowu czuje sie bezradny.,smutny
Z kazda chwila ciszy czuje jak moje cialo staje sie lzejsze a mysli spokojniejsze.,kontemplujacy
Wow to wyglada jeszcze lepiej niz moglem sobie wyobrazic!,zaskoczony
Zamykam oczy czujac jak spokojna chwila wypelnia moje mysli.,kontemplujacy
Znowu musze zaczynac od nowa,zly
Co za brak szacunku,zdegustowany
To moment ktory zmienia moje zycie!,szczesliwy
To jest calkowicie zaskakujace ale w pozytywnym sensie!,zaskoczony
Znowu to sie stalo,zly
Nie potrafie juz z tym wytrzymac!,zly
Znowu zaczynam od nowa,zly
Nie wiem jak moge sie pozbierac.,smutny
Znowu czuje sie jakbym nie mial juz niczego co by mnie trzymalo.,smutny
Zdecydowanie czuje ze nie ma juz mozliwosci wyjscia z tej sytuacji chociaz wciaz staram sie cos zrobic. ,zdegustowany
To wszystko jest za trudne.,smutny
To uczucie jest jak gleboka rana,przerazony
To moment ktory na zawsze zapamietam!,szczesliwy
Po prostu to jest za duzo,zly
Po prostu to wszystko mnie przytlacza,zly
Jestem wstrzasniety,przerazony
Sprawdze co sie da zrobic,neutralny
Nie wiem jak to zrobic.,zly
Znowu to sie stalo nie wiem co robic,zly
Jestem pelen entuzjazmu!,szczesliwy
Co sie dzieje?!,przerazony
Po prostu nie moge zniesc czegos takiego. ,zdegustowany
Zajmijmy sie tym teraz,neutralny
Stracilem nadzieje.,smutny
Jestem pelen radosci i entuzjazmu!,szczesliwy
To mnie wkurza,zdegustowany
Jak to mozliwe ze znowu to sie stalo?,zly
O matko to jest magia!,zaskoczony
Trzeba to sprawdzic pozniej,neutralny
Nie moge uwierzyc ze to sie dzieje to jest po prostu oszalamiajace!,zaskoczony
Po prostu nie moge tego zniesc. ,zdegustowany
Czuje jak kazda chwila tej ciszy wplywa na moje wnetrze.,kontemplujacy
Za chwile bedziemy mieli odpowiedz,neutralny
Zaraz to rozwiazemy,neutralny
To jak cudowna podroz!,szczesliwy
Znowu czuje sie jakbym byl w samym srodku ciemnosci.,smutny
Spokoj tej chwili napelnia mnie poczuciem pelnej obecnosci.,kontemplujacy
Zalatwimy to krok po kroku,neutralny
Patrze i czuje sie zainspirowany pieknem.,kontemplujacy
Wow to absolutnie wykracza poza moje wyobrazenia!,zaskoczony
Jestem pelen energii!,szczesliwy
To jak cudowna przygoda!,szczesliwy
Chcialbym omowic to z kims,neutralny
To absolutnie genialne!,szczesliwy
Przestrzen wypelnia sie spokojem i cisza.,kontemplujacy
Zaraz oszaleje!,przerazony
Chcialbym to przeanalizowac,neutralny
Znowu wszystko mi sie wymyka z rak!,zly
To jest absolutnie fenomenalne!,szczesliwy
To trzeba dokladniej sprawdzic,neutralny
Wow to jest naprawde fenomenalne nie moglem tego przewidziec!,zaskoczony
Jak mozna w ogole dopuscic do czegos takiego? To naprawde sprawia ze czuje sie obrzydliwie,zdegustowany
Nie ogarniam tego braku standardow,zdegustowany
Nie wiem jak to zniesc,zdegustowany
Cisza tej chwili wypelnia mnie poczuciem harmonii.,kontemplujacy
Znowu czuje sie jakbym tonal w emocjach.,smutny
Cisza pozwala mi na pelne zharmonizowanie mysli i ciala.,kontemplujacy
Swietna wiadomosc!,zaskoczony
Wow to po prostu zaskakujace w najlepszym mozliwym sensie!,zaskoczony
Znowu wszystko na nic dlaczego?,zly
Znowu sie zawiodlem,zly
To zupelnie nie ma sensu. ,zdegustowany
Nie wiem jak sobie z tym wszystkim poradzic.,smutny
Co sie stanie?!,przerazony
Wydaje mi sie ze to juz przesada,zdegustowany
Z kazda chwila odpoczynku czuje jak moje mysli staja sie spokojniejsze i bardziej wywazone.,kontemplujacy
Trzeba to skonsultowac,neutralny
Kazdy oddech daje mi poczucie wewnetrznego spokoju.,kontemplujacy
Wow to jest absolutnie fenomenalne!,zaskoczony
Spokojnie wszystko bedzie w porzadku,neutralny
Brak jakiejkolwiek profesjonalnosci,zdegustowany
To jest tak nieprawdopodobne ze az trudno uwierzyc!,zaskoczony
Nie wiem co sie ze mna stanie,przerazony
Chwileczke sprawdze szczegoly,neutralny
Potrzebuje jeszcze chwili,neutralny
Jestem pelen ekscytacji!,szczesliwy
Zaraz wroce z rozwiazaniem,neutralny
Zaraz bedziemy mieli odpowiedz,neutralny
Patrzac na chmure czuje jak wszystko w zyciu jest ulotne.,kontemplujacy
Zaskoczylo mnie to na tyle ze jestem bez slow!,zaskoczony
Nie widze zadnego wyjscia.,smutny
Jestem pelen radosci!,szczesliwy
Jestem pelen pozytywnych emocji!,szczesliwy
Znowu czuje sie jakbym byl na dnie.,smutny
Za chwile bedziemy wiedzieli,neutralny
Nie moge na to patrzec,zdegustowany
Zaraz sprawdze rozwiazanie,neutralny
Znowu trace nadzieje.,smutny
Sprawdze to pozniej,neutralny
To naprawde jest cos czego absolutnie nie potrafie pojac! ,zdegustowany
Nie spodziewalem sie tego ale jest swietnie!,zaskoczony
Ukojenie wypelnia moja przestrzen.,kontemplujacy
Potrzebuje paru chwil,neutralny
Jestem pelen ekscytacji i radosci!,szczesliwy
Beznadziejna organizacja,zdegustowany
Wow nie sadzilem ze to bedzie az tak fenomenalne!,zaskoczony
Wow to jest po prostu zaskakujace w najlepszy sposob!,zaskoczony
To co sie stalo przekroczylo wszystkie granice czuje sie naprawde obrzydzony,zdegustowany
To jak spelnione marzenie!,szczesliwy
O matko jakie cudowne!,zaskoczony
Nie wiem jak z tym zyc. ,zdegustowany
Z kazda sekunda tej ciszy czuje jak moje mysli staja sie bardziej zharmonizowane.,kontemplujacy
To mozna zrobic w prosty sposob,neutralny
To jak bajka ktora sie spelnia!,szczesliwy
To wyglada absolutnie oszalamiajaco jestem w szoku!,zaskoczony
Wow to jest po prostu fenomenalne! ,zaskoczony
Zaskoczylo mnie to na kazdym mozliwym poziomie!,zaskoczony
Jestem na dnie.,smutny
To jakby niebo zawalilo sie na mnie,przerazony
Nie wiem jak to wytrzymac.,smutny
Trzeba to omowic,neutralny
Nie wiem jak to wszystko przejsc.,smutny
Chwila kontemplacji przypomina mi jak wazna jest obecnosc w zyciu.,kontemplujacy
Zachwycam sie tym momentem!,szczesliwy
Nie wiem jak to przyjac,zdegustowany
Nie wierze w to co sie dzieje,przerazony
Nie moge tego zniesc,zly
To jest absolutnie fantastyczne!,zaskoczony
Zaraz znajde odpowiedz,neutralny
Wow to jest niesamowite po prostu nie moge uwierzyc ze to sie dzieje!,zaskoczony
Nie moge juz dluzej tego wytrzymac,zly
To absolutnie cudowne uczucie!,szczesliwy
Znowu wszystko na marne,zly
Ta chwila odpoczynku wypelnia mnie spokojem.,kontemplujacy
Rownowaga wypelnia moje serce.,kontemplujacy
Nie mam sily na dalsza walke.,smutny
Jestem pelen radosci i szczescia!,szczesliwy
Po prostu nie wiem co z tym zrobic. ,zdegustowany
Jestem pelen energii!,szczesliwy
Wow to jest zupelnie niesamowite nie moge uwierzyc ze to sie wydarzylo!,zaskoczony
To absolutnie wyjatkowa chwila!,szczesliwy
Prosze poczekac chwile,neutralny
Nie wiem czy mam sile na dalsza walke.,smutny
Znowu czuje sie jakbym byl zbyt zmeczony na cokolwiek.,smutny
Kazdy moment w tej chwili daje mi poczucie spokoju i harmonii.,kontemplujacy
To sie uda,neutralny
Nie potrafie zapanowac nad tym uczuciem,przerazony
To nie ma sensu,zly
Nie moge tego zniesc,zly
Uczucie spokoju wypelnia kazda komorke mojego ciala.,kontemplujacy
Skontaktuje sie z toba pozniej,neutralny
Jestem zmeczony ta walka.,smutny
Potrzebuje wiecej czasu,neutralny
To jak wyjatkowy moment!,szczesliwy
O matko to mnie zaskoczylo do samego rdzenia!,zaskoczony
Jestem pelen emocji!,szczesliwy
Nie potrafie zapomniec.,smutny
Znowu to sie stalo to mnie wykancza,zly
Z kazda chwila czuje jak wszystkie moje wysilki traca sens a ja zostaje w tyle probujac pogodzic sie z tym co juz sie wydarzylo ale nie potrafie tego zrobic.,zdegustowany
Jestem pelen emocji!,szczesliwy
To wszystko jest takie trudne.,smutny
To jest katastrofa,przerazony
Zastanawiam sie jak moglo dojsc do tego ze cala ta sytuacja wymknela sie spod kontroli w takim tempie. ,zdegustowany
Kazdy moment odpoczynku pozwala mi poczuc gleboka harmonie.,kontemplujacy
Kazdy oddech w tej chwili przynosi mi poczucie wewnetrznej harmonii.,kontemplujacy
To wymaga przemyslenia,neutralny
To wszystko jest po prostu do niczego,zly
Wow to wyglada naprawde imponujaco az musze to obejrzec jeszcze raz!,zaskoczony
Nie wiem gdzie sie zwrocic,przerazony
To wprost niewiarygodne!,zaskoczony
Znowu wszystko sie posypalo,zly
Zastanawiam sie co by sie stalo gdybysmy wszyscy zaczeli zyc w pelnej zgodzie ze soba.,kontemplujacy
Zaraz przekaze odpowiedz,neutralny
Nie wiem czy znajde ukojenie.,smutny
Jestem pelen optymizmu i ekscytacji!,szczesliwy
To jak najlepsza przygoda!,szczesliwy
Jakie to wszystko jest niezrozumiale piekne.,kontemplujacy
Nie mam nic co by mnie napedzalo.,smutny
Co za cudowna okazja!,szczesliwy
Nie mam sily na dalsze wyzwania.,smutny
Wow to jest absolutnie fenomenalne jestem w totalnym szoku!,zaskoczony
Patrze na ciche jezioro czujac jak kazda fala uspokaja moja dusze.,kontemplujacy
Zaraz sie zawale!,przerazony
Kazda chwila to lekcja pokory.,kontemplujacy
Chwile zatrzymania pozwalaja mi poczuc jak zycie staje sie prostsze.,kontemplujacy
Zaraz nie wytrzymam tego napiecia!,przerazony
Moze warto poswiecic chwile by zastanowic sie nad tym co nas napedza.,kontemplujacy
Jak to moglo sie zdarzyc?,zdegustowany
Co sie stanie jesli to prawda?!,przerazony
Znowu nie dostalem tego czego potrzebowalem,zly
Nie potrafie zmienic tego co sie stalo.,smutny
Czuje sie jednym z ta przestrzenia.,kontemplujacy
Jak to mozna bylo zrobic?,zdegustowany
Zaraz bedziemy mieli odpowiedz,neutralny
To jest po prostu niesamowite nie wierze w to co widze!,zaskoczony
Zaraz strace kontrole!,przerazony
Podam ci wiecej informacji wkrotce,neutralny
Nie moge uwierzyc jak to sie udalo jest po prostu fenomenalne!,zaskoczony
Takiego czegos sie nie spodziewalem! ,zaskoczony
To jest straszne,przerazony
To jest koszmar,przerazony
O matko to jest absolutnie fantastyczne!,zaskoczony
Moje zycie stracilo sens w oczach innych.,smutny
Czuje ze trace grunt pod nogami!,przerazony
Ojej to wyszlo swietnie zupelnie sie tego nie spodziewalem!,zaskoczony
Znowu mnie to spotkalo czemu?,zly
Zajme sie tym pozniej,neutralny
To najlepszy moment mojego zycia!,szczesliwy
Zalatwimy to pozniej spokojnie,neutralny
To przekracza wszelkie moje pojecie,przerazony
Znowu wszystko na nic,zly
Zastanawiam sie co by sie stalo gdybym pozwolil sobie na wiecej spokoju.,kontemplujacy
Po prostu mam tego dosc,zly
Zaraz juz nie bede mial sil!,przerazony
Zaraz wroce z odpowiedzia,neutralny
Wow to jest jak z filmu nie moge w to uwierzyc!,zaskoczony
To naprawde niesamowite!,szczesliwy
To uczucie wchodzi we mnie jak nieproszony gosc,przerazony
Nie ma sensu walczyc.,smutny
Znowu zawiodlem,zly
Za moment wroce do tego,neutralny
Jestem przygnieciony rzeczywistoscia.,smutny
Ukojenie wypelnia moje cialo.,kontemplujacy
Zajmuje sie tym pozniej,neutralny
Zaraz zgine!,przerazony
To miejsce jest jak balsam dla duszy.,kontemplujacy
Naprawde tak sie stalo?,zaskoczony
Sprawdze to pozniej,neutralny
Nie widze zadnych perspektyw na przyszlosc.,smutny
To jak spelnienie marzen!,szczesliwy
Zachwycam sie tym!,szczesliwy
To jak absolutnie niesamowite!,szczesliwy
Za moment bedziemy wiedzieli,neutralny
Za moment bedziemy wiedzieli,neutralny
Nie jestem w stanie tego ogarnac,przerazony
To nie jest ani smieszne ani fajne,zdegustowany
To jest niesamowite po prostu nie do uwierzenia! ,zaskoczony
To mnie calkowicie rozczarowuje. ,zdegustowany
Wow jestem naprawde zdumiony tym efektem!,zaskoczony
To cos cudownego!,zaskoczony
To wywraca wszystkie moje dotychczasowe przekonania! ,zaskoczony
Skontaktuje sie z kims w tej sprawie,neutralny
Nie wiem dlaczego to wciaz wraca.,smutny
To wyglada na cos czego nie ma prawa byc. ,zdegustowany
Prosze poczekac chwile,neutralny
Czuje sie beznadziejnie.,smutny
Naprawde trudno uwierzyc ze wszystko moglo potoczyc sie w ten sposob. ,zdegustowany
Zawiodlem siebie.,smutny
To uczucie jest jak noc bez konca,przerazony
Jestem pelen ekscytacji i radosci!,szczesliwy
To uczucie mnie niszczy,przerazony
Jestem pelen entuzjazmu!,szczesliwy
To jak cudowna okazja!,szczesliwy
Z kazda chwila odpoczynku czuje jak moje mysli staja sie coraz bardziej spokojne.,kontemplujacy
To spelnienie moich marzen!,szczesliwy
To jest naprawde cos!,zaskoczony
Znowu to samo nie wytrzymam!,zly
Znowu to sie dzieje,zly
Z kazda chwila ciszy czuje jak moje mysli staja sie bardziej harmonijne.,kontemplujacy
Znowu wszystko poszlo nie tak,zly
Jestem pelen optymizmu!,szczesliwy
Co sie dzieje?!,przerazony
Ojej to bylo cudowne!,zaskoczony
Wow to jest po prostu najlepsze co moglo sie wydarzyc!,zaskoczony
Nie potrafie uwierzyc ze to sie dzieje. ,zdegustowany
Ojej jaka super niespodzianka!,zaskoczony
Zaraz padne!,przerazony
Znowu to samo nie wiem co robic,zly
To jest po prostu niesamowite! ,zaskoczony
To cudowny moment!,szczesliwy
Za chwile podam odpowiedz,neutralny
Znowu musze to naprawic,zly
To uczucie sprawia ze czuje sie jak w potrzasku,przerazony
Nie moge na to patrzec,zdegustowany
Potrzebuje kilku minut na odpowiedz,neutralny
Po prostu nie moge tego przelknac,zdegustowany
Moje zycie jest pelne pustki.,smutny
Po prostu wyjatkowe!,szczesliwy
Nie wiem jak zniesc to uczucie straty.,smutny
To mnie przytlacza.,smutny
Patrze na horyzont i czuje jak kazda chwila tej chwili jest pelna znaczenia.,kontemplujacy
Trzeba to jeszcze ustalic,neutralny
Nie sadzilem ze to mozliwe!,zaskoczony
To jest naprawde straszne!,przerazony
Ojej nie sadzilem ze to tak wyjdzie!,zaskoczony
Znowu to samo jak to wytrzymac?,zly
Nie wiem jak wyjsc z tego chaosu,przerazony
Zaraz znajde odpowiedz,neutralny
Nic juz nie ma sensu.,smutny
Nie wiem jak dalej.,smutny
Po prostu chce odejsc.,smutny
Patrze na to i czuje jakby czas stanal w miejscu.,kontemplujacy
Jakie to wszystko jest tajemnicze i piekne.,kontemplujacy
To jest tak nie fair,zly
Sprawdze szczegoly pozniej,neutralny
W tej chwili czuje jak moje mysli staja sie bardziej uporzadkowane a serce spokojne.,kontemplujacy
Znowu zaczynam od nowa jak zawsze,zly
Zaraz umre z tego strachu!,przerazony
To wszystko mnie przerasta.,smutny
Po prostu nie wytrzymam juz tej sytuacji,zly
Zaraz znikne!,przerazony
Jestem pelen szczescia!,szczesliwy
Jestem przepelniony radoscia i duma!,szczesliwy
To absolutnie nierealne!,zaskoczony
Znowu czuje sie jakbym stracil nadzieje na wszystko.,smutny
Jak mozna pozwolic na cos takiego?,zdegustowany
Jak mozna byc tak glupim? ,zdegustowany
Zaraz to wyjasnie,neutralny
Nie potrafie sie oprzec temu uczuciu,przerazony
Nie mam sily na nic.,smutny
Znowu czuje sie jakbym stracil sens zycia.,smutny
Nie potrafie wyjsc z tego stanu,przerazony
Zaraz to rozwiaze,neutralny
Spokoj tej chwili wypelnia moje serce i umysl.,kontemplujacy
W tej chwili czuje sie zwiazany z otaczajacym mnie swiatem.,kontemplujacy
Nie wiem jak przejsc przez to.,smutny
Czuje jak czas zwalnia.,kontemplujacy
To uczucie przytlacza mnie w kazdej sekundzie,przerazony
Znowu musze zaczynac od nowa.,smutny
Zglosze to odpowiednim osobom,neutralny
To jest niewiarygodne,przerazony
Boze to sie dzieje,przerazony
Wszystko co widze wydaje sie byc czescia wiekszego planu.,kontemplujacy
O matko to wyglada absolutnie niesamowicie!,zaskoczony
Z kazda sekunda tej ciszy czuje jak moje cialo odpoczywa i odpreza sie.,kontemplujacy
Przestrzen wypelnia mnie poczuciem pelnej harmonii i spokoju.,kontemplujacy
Nie potrafie uwierzyc ze sprawy poszly w ta strone kiedy wszystko mialo byc pod kontrola. ,zdegustowany
Nie wiem jak moglem to zaakceptowac. ,zdegustowany
Nie moge poradzic sobie z tym strachem,przerazony
Cala sytuacja to porazka,zdegustowany
To jest straszne,przerazony
Wow to jest absolutnie rewelacyjne naprawde mnie zaskoczylo!,zaskoczony
Znowu cos sie nie udalo,zly
Nie ogarniam tego absurdu,zdegustowany
Chwile kontemplacji pomagaja mi zrozumiec jak niewielkie zmiany moga zmienic wszystko.,kontemplujacy
Nie wiem czy dam rade przetrwac kolejny dzien.,smutny
To jest mozliwe do rozwiazania,neutralny
Znowu czuje sie jakbym stracil wszystko.,smutny
Nie wiem jak po tym wszystkim wrocic do normalnosci. ,zdegustowany
Jestem pelen emocji!,szczesliwy
Co mam zrobic?,przerazony
To uczucie sprawia ze czuje sie zagubiony,przerazony
To moment ktory na zawsze zmienia wszystko!,szczesliwy
Po prostu wspaniale!,szczesliwy
Po prostu brak slow,zdegustowany
To jest absolutnie fantastyczne nie moglem sie tego spodziewac!,zaskoczony
Nie wiem jak przez to przejde,przerazony
Nie wiem jak to wytrzymac to jest po prostu za duzo czuje sie totalnie zmarnowany i zdegustowany,zdegustowany
Znowu wszystko w moim zyciu sie skomplikowalo.,smutny
To jest widok ktory koi dusze.,kontemplujacy
Wow to naprawde mnie zaskoczylo ale w najlepszy sposob!,zaskoczony
Czuje sie zupelnie sam.,smutny
Jestem pelen szczescia!,szczesliwy
To absolutnie genialne!,szczesliwy
Nie moge tego przezyc!,przerazony
Znowu to samo nie moge tego juz wytrzymac,zly
Zaraz sprawdze,neutralny
Jak mozna dopuscic do czegos takiego? ,zdegustowany
Patrze na spokojny strumien czujac jak jego rytm koi moje serce.,kontemplujacy
To naprawde mnie przygnebilo. ,zdegustowany
To absolutnie fantastyczne!,szczesliwy
Jestem calkowicie wyczerpany,zly
Zajmijmy sie tym pozniej,neutralny
Jestem pelen entuzjazmu!,szczesliwy
Nie wierze w to,przerazony
To jest takie trudne.,smutny
Nie wiem jak przez to przejsc!,zly
Zastanawiam sie jak czesto zapominamy o tym jak wiele piekna jest w prostocie.,kontemplujacy
Znowu wszystko sie popsulo,zly
Chwila spokoju wypelnia mnie poczuciem pelnej rownowagi.,kontemplujacy
To mnie doprowadza do rozpaczy,zdegustowany
Ojej to jest po prostu rewelacyjne!,zaskoczony
Nie wierze ze to sie dzieje,przerazony
Nie potrafie tego zaakceptowac. ,zdegustowany
Jestem pelen pozytywnych emocji!,szczesliwy
Wow to wyglada po prostu rewelacyjnie jestem w szoku!,zaskoczony
